"","COSECHA","SITUACION_AMORTIZACION","REGIMEN","IN_CEDIDA","N","SALDO_TOTAL","EPRC_TOTAL","EPRE_TOTAL","RKP_TOTAL","COBERTURA_CEK"
"248",2004,"D. Amortización parcial","REA","Bursatilizada",33,9888488.69515164,2013934.294751,1349951.202619,522435.886184,39.3014696518739
"249",2004,"D. Amortización parcial","REA","Propia",262,95993858.63312,12262913.74,10891331.23,6434291.56,30.8233640686169
"250",2004,"D. Amortización parcial","ROA","Bursatilizada",574,204313114.36756,11803036.909147,31721322.8715811,14762115.499675,28.5280146900142
"251",2004,"D. Amortización parcial","ROA","Propia",1005,367559440.558026,25780833.72,67370331.48,27985978.63,32.9571575269814
"252",2004,"E. Amortización plena","REA","Bursatilizada",402,79938946.2498578,12042892.8619433,1488563.1995945,4916380.46405784,23.077407685529
"253",2004,"E. Amortización plena","REA","Propia",529,138310055.30881,21111352.19,2872824.17,8943237.4,23.8069558185641
"254",2004,"E. Amortización plena","ROA","Bursatilizada",24967,3839836946.52397,181231753.784915,11389569.5241269,298358758.126185,12.7864825583203
"255",2004,"E. Amortización plena","ROA","Propia",5980,1082557403.7362,72670284.84,9041785.72,85545689.95,15.4502440177997
"256",2005,"A. Segregada","REA","Bursatilizada",652,348770448.922169,0,0,0,0
"257",2005,"A. Segregada","ROA","Bursatilizada",6,2654077.35535747,0,0,0,0
"258",2005,"B. Sin pago","REA","Bursatilizada",594,171215912.145902,68158433.7853864,248547.359880069,4940050.94243269,42.8389109215481
"259",2005,"B. Sin pago","REA","Propia",893,373830455.471111,170459079.11,262604.68,7181925.49,47.5893835497702
"260",2005,"B. Sin pago","ROA","Bursatilizada",159,35565734.0132509,11875936.949539,48560.664378146,1412976.8491101,37.500911574208
"261",2005,"B. Sin pago","ROA","Propia",81,22788954.5940035,8064542.01,573.26,736025.91,38.6202058707681
"262",2005,"C. Pago insuficiente","REA","Bursatilizada",33,11905410.4283616,2524108.157647,3174975.9824354,554189.684267,52.5246387932379
"263",2005,"C. Pago insuficiente","REA","Propia",147,76032042.3095017,19404512.29,22542662.63,4285828.42,60.807262222157
"264",2005,"C. Pago insuficiente","ROA","Bursatilizada",173,71590543.9524068,11326399.12104,19396351.288135,4332304.7143181,48.9660410274262
"265",2005,"C. Pago insuficiente","ROA","Propia",763,408059939.810861,42113962.34,149758991.2,28664853.37,54.045444160047
"266",2005,"D. Amortización parcial","REA","Bursatilizada",44,13909337.7994743,1823475.87552,2503712.40508,845828.318385,37.1909624567498
"267",2005,"D. Amortización parcial","REA","Propia",222,87854349.3932376,9980598.22,10658410.55,6014359.89,30.338132197302
"268",2005,"D. Amortización parcial","ROA","Bursatilizada",708,292287456.025867,15505403.08941,38547902.8927418,21790761.379472,25.9484510190241
"269",2005,"D. Amortización parcial","ROA","Propia",1062,405537909.272603,27386069.89,67110545.6,30712981.91,30.8749427703524
"270",2005,"E. Amortización plena","REA","Bursatilizada",434,96472008.8312733,13907544.4167022,1947987.91704127,6051267.4063854,22.7079336333125
"271",2005,"E. Amortización plena","REA","Propia",484,132300549.654119,20964222.2,2525514.48,8445384.61,24.1383133883342
"272",2005,"E. Amortización plena","ROA","Bursatilizada",26799,4900326854.02399,274710642.758741,19251910.08223,378108025.759486,13.7148112487348
"273",2005,"E. Amortización plena","ROA","Propia",7169,1372105257.06071,104353042.44,12493622.94,105864956.02,16.2313802278614
"274",2006,"A. Segregada","REA","Bursatilizada",754,394909480.029347,0,0,0,0
"275",2006,"A. Segregada","ROA","Bursatilizada",13,6845607.14961322,0,0,0,0
"276",2006,"B. Sin pago","REA","Bursatilizada",955,287805965.1308,115187517.815098,203483.793652942,8241854.07562365,42.9570164149262
"277",2006,"B. Sin pago","REA","Propia",1119,501464685.313908,228654314.83,703541.41,9241808.91,47.5805519586371
"278",2006,"B. Sin pago","ROA","Bursatilizada",210,49089957.7584382,17053097.3844553,41797.2739424,1822575.54334823,38.536334243421
"279",2006,"B. Sin pago","ROA","Propia",156,38705529.0851044,14941478.47,860084.26,1281424.79,44.1357809176009
"280",2006,"C. Pago insuficiente","REA","Bursatilizada",53,21138020.8704122,5798162.101954,4836029.28947272,970133.714518,54.8978789314556
"281",2006,"C. Pago insuficiente","REA","Propia",218,127102882.053228,31326638.39,37294629.94,6921911.29,59.4346708742324
"282",2006,"C. Pago insuficiente","ROA","Bursatilizada",327,156419413.185256,18567894.1409868,48568359.143317,9683860.723807,49.1116239626398
"283",2006,"C. Pago insuficiente","ROA","Propia",1465,878722276.318092,73004828.48,345720384.65,66177275.07,55.1826784489606
"284",2006,"D. Amortización parcial","REA","Bursatilizada",75,23826044.5916426,6339471.404115,2595382.83376,1058471.877658,41.9428666688484
"285",2006,"D. Amortización parcial","REA","Propia",299,117100270.25456,12808717.2,13896270.5,7496473.66,29.2069875548968
"286",2006,"D. Amortización parcial","ROA","Bursatilizada",1080,396851823.481291,22856900.941628,59352460.0935833,29081572.093914,28.0434475902999
"287",2006,"D. Amortización parcial","ROA","Propia",934,364694217.608341,28491115.4,60888010.2,27479252.62,32.0428382403087
"288",2006,"E. Amortización plena","REA","Bursatilizada",669,153015013.631998,22564507.2022583,3193280.1889187,9107544.32808484,22.7855626004865
"289",2006,"E. Amortización plena","REA","Propia",606,175018037.762494,27270169.02,4254311.45,10667033.02,24.1069515059102
"290",2006,"E. Amortización plena","ROA","Bursatilizada",44725,8221794565.84243,467199779.551816,26344162.2799887,623960099.719188,13.5919723194457
"291",2006,"E. Amortización plena","ROA","Propia",9070,1770337497.48871,148195865.88,16304122.05,134413572.27,16.8845522745816
"292",2007,"A. Segregada","REA","Bursatilizada",381,214750045.009724,0,0,0,0
"293",2007,"A. Segregada","ROA","Bursatilizada",11,6112628.02233728,0,0,0,0
"294",2007,"B. Sin pago","REA","Bursatilizada",904,327780759.018994,137940770.866643,611031.226616574,8557395.35179363,44.88036390096
"295",2007,"B. Sin pago","REA","Propia",1415,526556624.443722,248734543.68,3139786.43,10175467.13,49.7666889134367
"296",2007,"B. Sin pago","ROA","Bursatilizada",189,49533686.2416802,17118376.4154118,183233.89496339,1888051.82652004,38.740630049754
"297",2007,"B. Sin pago","ROA","Propia",1275,139758607.716873,95053987.01,582326.16,2204935.17,70.0073147109548
"298",2007,"C. Pago insuficiente","REA","Bursatilizada",80,35362198.257685,6754593.346052,10061256.83276,1876013.572995,52.8583195411073
"299",2007,"C. Pago insuficiente","REA","Propia",164,100430613.200915,22642372.6,32954342.98,5963767.09,61.2965317127416
"300",2007,"C. Pago insuficiente","ROA","Bursatilizada",573,315569186.468267,27488314.531204,114903435.013893,21605614.445756,51.9687507599365
"301",2007,"C. Pago insuficiente","ROA","Propia",2336,1550994042.70926,98209000.07,673235229.11,123079199.22,57.674201432615
"302",2007,"D. Amortización parcial","REA","Bursatilizada",79,29232353.6715435,5838811.933036,3619728.459651,1588215.772746,37.7894858879822
"303",2007,"D. Amortización parcial","REA","Propia",180,78851283.4428406,11338382.77,9885982.5,5082865.16,33.3630973160635
"304",2007,"D. Amortización parcial","ROA","Bursatilizada",1251,486397463.082538,23041099.2346768,75444627.8587527,35918857.011102,27.6326655268192
"305",2007,"D. Amortización parcial","ROA","Propia",1186,474823694.886653,30913206.2,94720907.09,36075602.5,34.0567915062879
"306",2007,"E. Amortización plena","REA","Bursatilizada",671,181726082.478302,22598913.6953962,2813363.0997643,11101080.8667581,20.0925245093963
"307",2007,"E. Amortización plena","REA","Propia",769,140025065.130272,20948236.5,4431724.96,8156337.97,23.9502116273251
"308",2007,"E. Amortización plena","ROA","Bursatilizada",36034,7528279441.87149,335362413.986152,32713724.0168097,575633474.68773,12.5355284693854
"309",2007,"E. Amortización plena","ROA","Propia",12188,1883672814.37636,137587423.25,35292894.16,134892626.74,16.3389810481443
"310",2008,"A. Segregada","REA","Bursatilizada",248,147781248.81862,0,0,0,0
"311",2008,"A. Segregada","ROA","Bursatilizada",3,1644623.70756959,0,0,0,0
"312",2008,"B. Sin pago","REA","Bursatilizada",887,365480585.991456,154863750.793345,586891.809672876,10193112.5423267,45.3221761960338
"313",2008,"B. Sin pago","REA","Propia",1493,562979265.973876,267519354.45,3385899.36,11110368.99,50.0934296953463
"314",2008,"B. Sin pago","ROA","Bursatilizada",200,59431593.7403819,22027500.1969983,99149.88706857,2150733.58464856,40.8492893102742
"315",2008,"B. Sin pago","ROA","Propia",1680,212713502.867726,122919199.72,1759576.43,4707394.59,60.8264962005998
"316",2008,"C. Pago insuficiente","REA","Bursatilizada",127,63273581.8287238,18370025.127017,12305717.119858,3057852.644766,53.31386957507
"317",2008,"C. Pago insuficiente","REA","Propia",178,110609244.937024,30820250.74,29509699.47,6040217.03,60.0041771171915
"318",2008,"C. Pago insuficiente","ROA","Bursatilizada",688,377048415.864893,32403538.744076,125333462.49326,25094747.274984,48.4902577015026
"319",2008,"C. Pago insuficiente","ROA","Propia",2040,1330430076.43132,100042392.28,525457433.35,103579545.97,54.8002773325486
"320",2008,"D. Amortización parcial","REA","Bursatilizada",108,45519819.7450342,6609539.365361,7671709.02881,2703101.815085,37.311989160741
"321",2008,"D. Amortización parcial","REA","Propia",168,75276096.5008201,10319685.06,9671962.77,4788794.76,32.9194043553122
"322",2008,"D. Amortización parcial","ROA","Bursatilizada",2259,945052195.968466,46255567.7396542,144392408.677599,68282046.458736,27.3984890972762
"323",2008,"D. Amortización parcial","ROA","Propia",2433,959081971.400523,66474061.53,199340415.94,72016396.38,35.2244004083065
"324",2008,"E. Amortización plena","REA","Bursatilizada",581,180656095.625977,23210331.181382,2713767.668776,11145747.8207871,20.5195659424041
"325",2008,"E. Amortización plena","REA","Propia",848,159966190.324092,23080463.28,5312785.54,9612051.32,23.7583329721119
"326",2008,"E. Amortización plena","ROA","Bursatilizada",37835,9531354138.06644,394211863.61719,73336893.1219262,726058994.901815,12.5229608967511
"327",2008,"E. Amortización plena","ROA","Propia",15927,2902913430.48751,201493548.17,90121047.7,204210592.68,17.0802609317472
"328",2009,"A. Segregada","REA","Bursatilizada",323,221358820.252807,0,0,0,0
"329",2009,"A. Segregada","ROA","Bursatilizada",8,4432190.91253063,0,0,0,0
"330",2009,"B. Sin pago","REA","Bursatilizada",1375,769697513.178021,323880054.234525,3119567.92427544,22359309.2351,45.3891204547908
"331",2009,"B. Sin pago","REA","Propia",2841,1752868889.51259,852109287.77,3334963.52,35465974.52,50.8258336456489
"332",2009,"B. Sin pago","ROA","Bursatilizada",246,121544089.504767,47041619.6734913,321452.116575,4312493.95821685,42.5159018088301
"333",2009,"B. Sin pago","ROA","Propia",934,236383752.594921,100480151.22,2016159.95,8237880.2,46.8450941126059
"334",2009,"C. Pago insuficiente","REA","Bursatilizada",307,192813471.998289,40212470.836037,45689095.7406438,8972500.638878,49.2051028552615
"335",2009,"C. Pago insuficiente","REA","Propia",558,396017983.265632,102956280.27,112104457.63,22907667.62,60.0903028588933
"336",2009,"C. Pago insuficiente","ROA","Bursatilizada",1717,1114364221.32956,100159123.096888,356560167.652403,71620833.802948,47.4117989827305
"337",2009,"C. Pago insuficiente","ROA","Propia",3191,2223103109.56753,195951605.29,847208821.42,165512129.25,54.3687132980138
"338",2009,"D. Amortización parcial","REA","Bursatilizada",353,187287938.084056,25424624.5085385,21335509.64107,10226996.463259,30.4275497908953
"339",2009,"D. Amortización parcial","REA","Propia",518,282254036.012461,37280453.03,34581500.63,19148223.4,32.244065787595
"340",2009,"D. Amortización parcial","ROA","Bursatilizada",7176,3446914861.09054,177618933.657271,504503734.975154,252305911.295087,27.1091285275284
"341",2009,"D. Amortización parcial","ROA","Propia",4869,2417149330.09373,159537777.11,392505519.07,183322484.58,30.4228527217838
"342",2009,"E. Amortización plena","REA","Bursatilizada",888,415424132.088573,50208372.4662086,11414109.6610146,25031105.4627809,20.8590644829291
"343",2009,"E. Amortización plena","REA","Propia",970,370608116.057061,61116275.66,12484849.98,23270359.19,26.1385222376201
"344",2009,"E. Amortización plena","ROA","Bursatilizada",51221,21298438129.6013,891852962.344787,320814479.080859,1630955324.18188,13.3513206381803
"345",2009,"E. Amortización plena","ROA","Propia",18053,6021259488.33352,412067604.59,207664597.94,442876558.46,17.6476161349441
"346",2010,"B. Sin pago","REA","Bursatilizada",926,510781233.765601,211669564.30553,2130632.27616723,15027797.695681,44.7996087464693
"347",2010,"B. Sin pago","REA","Propia",2284,1247417125.39932,600171647.39,1980814.16,27693927.5,50.4920428159406
"348",2010,"B. Sin pago","ROA","Bursatilizada",161,80404735.385107,31456521.658888,137970.735575,2792330.7636406,42.7671616521145
"349",2010,"B. Sin pago","ROA","Propia",380,124058913.495328,47241110.28,986281.79,4503072.78,42.5043742237721
"350",2010,"C. Pago insuficiente","REA","Bursatilizada",199,116881876.721589,26488466.474854,20437487.2630097,4773198.315438,44.2319660698541
"351",2010,"C. Pago insuficiente","REA","Propia",456,274890167.180436,74159761.09,64516015.49,14806885.71,55.8341769239258
"352",2010,"C. Pago insuficiente","ROA","Bursatilizada",939,605641603.408497,60086008.184238,199906340.91546,37589951.311309,49.1350492991631
"353",2010,"C. Pago insuficiente","ROA","Propia",2010,1330438941.87156,167313864.36,424436637.46,92970407.42,51.4657897999276
"354",2010,"D. Amortización parcial","REA","Bursatilizada",266,137964031.139576,20389902.246838,16479001.1196509,7297507.539164,32.0129895747759
"355",2010,"D. Amortización parcial","REA","Propia",474,233476844.755435,33797685.83,30174372.04,14848746.67,33.7595810079429
"356",2010,"D. Amortización parcial","ROA","Bursatilizada",5187,2470731411.4141,122125212.883921,352323631.883821,175714617.538419,26.3146151500962
"357",2010,"D. Amortización parcial","ROA","Propia",4296,1898748633.9589,129812065.65,301797071.25,137950136.97,29.996560033461
"358",2010,"E. Amortización plena","REA","Bursatilizada",569,270552865.057359,35771738.0195891,7467467.23853697,15752777.2784374,21.8042350148674
"359",2010,"E. Amortización plena","REA","Propia",997,408245249.801407,64701907.86,12520251.65,24847947.06,25.0021541266316
"360",2010,"E. Amortización plena","ROA","Bursatilizada",37885,16161906596.7768,655934061.994613,284450525.248336,1211740448.27837,13.3160343591549
"361",2010,"E. Amortización plena","ROA","Propia",22607,7603102525.97804,522520639.71,271999307.48,545811920.08,17.6287490888147
"362",2011,"B. Sin pago","REA","Bursatilizada",349,187578848.871041,74978748.94396,846365.607141072,5523689.187876,43.3677913200671
"363",2011,"B. Sin pago","REA","Propia",1530,787290216.766429,350163069.34,2984123,22862615.3,47.7600000142709
"364",2011,"B. Sin pago","ROA","Bursatilizada",75,42547315.3060859,17477373.08691,80427.808859,1398074.844075,44.5524602515463
"365",2011,"B. Sin pago","ROA","Propia",214,87302147.1844849,33070399.6,334307.24,3109853.98,41.8255014310682
"366",2011,"C. Pago insuficiente","REA","Bursatilizada",81,48197812.308282,9987205.19407,6119918.916703,1697251.572637,36.9402153971844
"367",2011,"C. Pago insuficiente","REA","Propia",347,200653462.94017,61737783.4,44731258.24,10309094.46,58.1989138830963
"368",2011,"C. Pago insuficiente","ROA","Bursatilizada",351,223189817.291992,24569325.938043,66152631.554438,13270320.33017,46.5936479918352
"369",2011,"C. Pago insuficiente","ROA","Propia",1337,779730428.335726,113514830.87,219185943.24,51393626.16,49.2598962810544
"370",2011,"D. Amortización parcial","REA","Bursatilizada",78,37568276.5012751,4886062.240746,4097493.4499759,2099117.204995,29.5000833890816
"371",2011,"D. Amortización parcial","REA","Propia",397,189434690.096828,26809044.95,28107432.76,12060803.16,35.3563968857895
"372",2011,"D. Amortización parcial","ROA","Bursatilizada",3344,1631834670.76254,74193288.789216,195588012.213846,110015458.037997,23.2742180225638
"373",2011,"D. Amortización parcial","ROA","Propia",4561,1987022069.74874,129533100.29,285242897.04,142221427.42,28.0317684050904
"374",2011,"E. Amortización plena","REA","Bursatilizada",211,103220224.30174,11410420.1380338,2327438.9022444,5893901.3047658,19.0192963422122
"375",2011,"E. Amortización plena","REA","Propia",954,391285845.404212,65923363.62,14994412.9,22997102.06,26.5572802595638
"376",2011,"E. Amortización plena","ROA","Bursatilizada",22064,10058851292.9796,425065974.800115,182500227.101688,744628787.7926,13.4428370626987
"377",2011,"E. Amortización plena","ROA","Propia",24964,8493792070.47548,560257799.06,297379674.46,602236268.99,17.1875380324477
"378",2012,"B. Sin pago","REA","Bursatilizada",303,175549829.158768,68607500.92345,2281079.87947358,5260869.37113,43.3776840108364
"379",2012,"B. Sin pago","REA","Propia",1899,1027797879.89208,464669001.51,4718047.65,32423150.67,48.8238212636412
"380",2012,"B. Sin pago","ROA","Bursatilizada",69,41417407.9572471,18188366.32889,255979.775577,1192465.865984,47.4119770863521
"381",2012,"B. Sin pago","ROA","Propia",390,174482701.368528,64589592.03,845643.2,6850574.01,41.4286394427856
"382",2012,"C. Pago insuficiente","REA","Bursatilizada",83,49259492.2545422,8623370.514116,8811702.4105,1933696.29292,39.3198718278506
"383",2012,"C. Pago insuficiente","REA","Propia",498,302727663.884385,85033376.13,71698927.03,16031863.14,57.0691703834442
"384",2012,"C. Pago insuficiente","ROA","Bursatilizada",407,274081430.464569,26289534.124785,83496228.56895,16683977.218217,46.1431260401646
"385",2012,"C. Pago insuficiente","ROA","Propia",2353,1384986021.76523,207276432.98,367042046.94,91600299.91,48.0812635914734
"386",2012,"D. Amortización parcial","REA","Bursatilizada",98,53389389.8407067,6782522.162549,4749176.938628,2819498.356352,26.8802424982706
"387",2012,"D. Amortización parcial","REA","Propia",548,278485836.179901,39235407.83,42441119.14,17618253.86,35.6552355380315
"388",2012,"D. Amortización parcial","ROA","Bursatilizada",4174,2113362227.6986,95591655.14822,226435779.457,142695397.489364,21.9897387207803
"389",2012,"D. Amortización parcial","ROA","Propia",6848,3109867409.60986,230958684.51,436300953.56,222841813.71,28.621845710511
"390",2012,"E. Amortización plena","REA","Bursatilizada",226,117494990.071213,14053433.3732868,1327418.438944,6336191.6729494,18.4833782887403
"391",2012,"E. Amortización plena","REA","Propia",1243,560781900.790374,94047714.34,21535339.71,33046568.27,26.5039977414605
"392",2012,"E. Amortización plena","ROA","Bursatilizada",26174,13477650722.6104,521123453.750874,238505884.432868,984088391.584888,12.9378462586461
"393",2012,"E. Amortización plena","ROA","Propia",32393,12283720276.6132,783825289.49,476237626.19,876154634.26,17.3906398211225
"394",2013,"B. Sin pago","REA","Bursatilizada",115,69343034.0350819,26351919.28821,1706986.58041065,2296751.360586,43.7760730426782
"395",2013,"B. Sin pago","REA","Propia",936,488926046.836933,218175077.61,5118249.29,16916516.14,49.1300974030772
"396",2013,"B. Sin pago","ROA","Bursatilizada",8,3672296.04565349,1403693.783183,70838.553128,131114.542073,43.7232417654463
"397",2013,"B. Sin pago","ROA","Propia",286,141739372.577711,53627486.27,1379746.85,5673054.53,42.8111727506984
"398",2013,"C. Pago insuficiente","REA","Bursatilizada",42,28096824.9689082,2583181.8555,1074872.03815,446285.46719,14.6078404424053
"399",2013,"C. Pago insuficiente","REA","Propia",283,155608227.060257,41023009.66,35653782.1,8261797.25,54.5848960653659
"400",2013,"C. Pago insuficiente","ROA","Bursatilizada",279,170732333.277065,23196998.870777,43925644.08391,11024173.71006,45.771539089746
"401",2013,"C. Pago insuficiente","ROA","Propia",2120,1234921512.9431,198582693.43,308748288.84,78151881.06,47.4105323450606
"402",2013,"D. Amortización parcial","REA","Bursatilizada",65,34716295.526782,2608526.850989,3315906.1269,1930608.0961,22.6263803634498
"403",2013,"D. Amortización parcial","REA","Propia",300,145360091.766319,20181297.86,24074075.36,9085432.05,36.6956326333026
"404",2013,"D. Amortización parcial","ROA","Bursatilizada",4203,2159423421.52225,102654835.211712,227833435.286395,147606073.01379,22.1399072894593
"405",2013,"D. Amortización parcial","ROA","Propia",7165,3322247246.72842,224273177.58,450670749.11,236755809.45,27.4422602663843
"406",2013,"E. Amortización plena","REA","Bursatilizada",105,57070586.2904226,5434380.05073688,1075579.786978,3387604.020196,17.3426707192806
"407",2013,"E. Amortización plena","REA","Propia",694,310153943.88604,44202099.74,16609077.44,18630139.16,25.6135115822319
"408",2013,"E. Amortización plena","ROA","Bursatilizada",15874,8850559632.41476,348809026.731877,212585652.470488,636559303.140599,13.5353472785553
"409",2013,"E. Amortización plena","ROA","Propia",29923,11947612794.6136,764497038.91,564901213.95,850602706.14,18.2463308484756
"410",2014,"B. Sin pago","REA","Bursatilizada",82,52515496.4718048,18517811.7499431,737305.506576,1949148.66618,40.3771597857472
"411",2014,"B. Sin pago","REA","Propia",518,290657885.271268,119718779.07,8577536.44,12655658.54,48.4941166892654
"412",2014,"B. Sin pago","ROA","Bursatilizada",6,3215859.56845019,970420.50939,100478.453277,134408.1436,37.4800914222716
"413",2014,"B. Sin pago","ROA","Propia",183,88603170.4207264,29544861.78,314971.77,4148647.4,38.3829165350551
"414",2014,"C. Pago insuficiente","REA","Bursatilizada",40,29406938.5487006,3383272.247897,1527183.046475,1261959.579347,20.9896547493269
"415",2014,"C. Pago insuficiente","REA","Propia",156,103796323.369837,25115351.05,6426796.41,6224438.24,36.3852827093245
"416",2014,"C. Pago insuficiente","ROA","Bursatilizada",542,403464630.278129,28661932.2883502,25701117.4674448,30452537.72859,21.0218148306872
"417",2014,"C. Pago insuficiente","ROA","Propia",2240,1509334557.73113,191532356.83,119501251.74,105473126.41,27.5953885006187
"418",2014,"D. Amortización parcial","REA","Bursatilizada",71,44804764.1112741,1715933.11434115,926591.70954,2920631.19077,12.4164385752258
"419",2014,"D. Amortización parcial","REA","Propia",219,121118460.180273,11663330.49,5283898.87,8510006.74,21.0184608210089
"420",2014,"D. Amortización parcial","ROA","Bursatilizada",4721,3031263050.682,57718705.0972326,45519661.3797572,238718600.47371,11.2810060108034
"421",2014,"D. Amortización parcial","ROA","Propia",10538,6038257294.69464,248923179.215294,169055835.33,450496834.58185,14.3828890810964
"422",2014,"E. Amortización plena","REA","Bursatilizada",60,32084144.7480019,2177229.11634476,550333.261687,2143870.66967,15.1833034228071
"423",2014,"E. Amortización plena","REA","Propia",471,206336381.902567,23389793.64,3194157.62,13178026.13,19.270463610618
"424",2014,"E. Amortización plena","ROA","Bursatilizada",7097,4174445222.98829,107421620.530124,47527363.8389134,324992381.787509,11.4971293314272
"425",2014,"E. Amortización plena","ROA","Propia",34611,17198543971.4343,786041332.09,254615616.59,1257040058.73,13.3598344791648
"426",2015,"C. Pago insuficiente","REA","Propia",5,5548402.77285404,14842.78,117113.85,65097.38,3.55154479707387
"427",2015,"C. Pago insuficiente","ROA","Propia",17,8384497.25514571,99913.72,642785.86,198955.29,11.2309043863315
"428",2015,"D. Amortización parcial","REA","Bursatilizada",6,3660575.54071803,54996.334095,0,323481.35166,10.3392945056056
"429",2015,"D. Amortización parcial","REA","Propia",1222,764485804.123954,1747129.88,4067324.06,2814213.66,1.12868905523862
"430",2015,"D. Amortización parcial","ROA","Bursatilizada",73,48971786.5748576,1747027.70040865,2524654.98646,3666805.42532,16.2103297988812
"431",2015,"D. Amortización parcial","ROA","Propia",5645,3216340583.42921,60343620.92,235679747.43,174952118.96,14.64320942056
"432",2015,"E. Amortización plena","REA","Bursatilizada",2,1439007.75724602,16242.13515,68976.65862,50345.90683,9.42070672776945
"433",2015,"E. Amortización plena","REA","Propia",5609,2989635626.01948,2951803.83,3099111.08,2604658.7,0.289519349270144
"434",2015,"E. Amortización plena","ROA","Bursatilizada",319,199313751.461725,2626655.28615429,4531151.47276,15304624.68991,11.2698854364486
"435",2015,"E. Amortización plena","ROA","Propia",25026,13578457566.5817,161247435.29,677591389.79,515656706.18,9.97532690748013
