"","COSECHA","SITUACION_AMORTIZACION","REGIMEN","IN_CEDIDA","cRS","cRP","N","SALDO_TOTAL","EPRC_TOTAL","EPRE_TOTAL","RKP_TOTAL","COBERTURA_CEK"
"1769",1996,"B. Sin pago","ROA","Propia","(0.2,0.3]","(2,4000]",54,13760612.633675,6599683.14,180980.16,87709.61,49.9132785206939
"1770",1996,"B. Sin pago","ROA","Propia","(0.2,0.3]",NA,14,2559315.17283775,1198831.17,179.89,18462.19,47.5702743812547
"1771",1996,"B. Sin pago","ROA","Propia","(0.3,0.4]","(2,4000]",15,3188008.03436056,1460495.53,37181.8,57552.35,48.7837440570297
"1772",1996,"B. Sin pago","ROA","Propia","(0.3,0.4]",NA,9,1281875.26665239,708298.28,0.77,8392.69,55.9096316657733
"1773",1996,"B. Sin pago","ROA","Propia","(0.4,0.5]","(1.5,2]",2,231919.24255142,75519.28,0,0,32.5627486400816
"1774",1996,"B. Sin pago","ROA","Propia","(0.4,0.5]","(2,4000]",8,1776058.56154789,833528.34,4.39,36675.83,48.996614122993
"1775",1996,"B. Sin pago","ROA","Propia","(0.4,0.5]",NA,4,692088.03329594,367729.42,3182.49,8089.11,54.7619669415578
"1776",1996,"B. Sin pago","ROA","Propia","(0.5,0.6]","(1.5,2]",2,434729.61801025,208799.88,0.34,15860.39,51.6782387701735
"1777",1996,"B. Sin pago","ROA","Propia","(0.5,0.6]","(2,4000]",2,292242.09176698,110916.75,0,4385.11,39.4542275901639
"1778",1996,"B. Sin pago","ROA","Propia","(0.5,0.6]",NA,1,107115.4686913,29662.75,0,2478.96,30.0065997868435
"1779",1996,"B. Sin pago","ROA","Propia","(0.6,0.7]","(1,1.25]",1,73534.25099738,48579.8,0,0,66.0641800808318
"1780",1996,"B. Sin pago","ROA","Propia","(0.6,0.7]",NA,2,105027.09000237,73160.93,0,0,69.6591041400357
"1781",1996,"B. Sin pago","ROA","Propia","(0.7,0.8]","(1.5,2]",2,249172.96787647,38704.19,119839.02,10752.49,67.9430443208952
"1782",1996,"B. Sin pago","ROA","Propia","(0.7,0.8]","(2,4000]",1,143276.71000308,41126.18,0,3436.97,31.1028568418706
"1783",1996,"B. Sin pago","ROA","Propia","(0.7,0.8]",NA,2,145642.38816228,73524.09,0,2089.09,51.9170146508097
"1784",1996,"B. Sin pago","ROA","Propia","(0.8,0.9]","(1,1.25]",1,66609.83357275,20164.39,0.55,3370.37,35.3330863292057
"1785",1996,"B. Sin pago","ROA","Propia","(0.8,0.9]","(1.25,1.5]",2,295519.39024504,78359.33,0,6548.6,28.7317627210843
"1786",1996,"B. Sin pago","ROA","Propia","(0.8,0.9]","(2,4000]",2,203882.62086649,55799.98,0,4663.28,29.6559165970275
"1787",1996,"B. Sin pago","ROA","Propia","(0.9,1]","(1,1.25]",2,361619.90427751,98900.16,0,16530.45,31.920424908751
"1788",1996,"B. Sin pago","ROA","Propia","(0.9,1]",NA,1,57707.43400452,39775.09,0,0,68.9254178185857
"1789",1996,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",23,441739.62865646,148147.93,568.06,12595.86,36.5174051715998
"1790",1996,"B. Sin pago","ROA","Propia","(1,40000]","(0.5,0.75]",3,179502.68943316,54127.89,0,6474.82,33.761449586841
"1791",1996,"B. Sin pago","ROA","Propia","(1,40000]","(0.75,0.9]",5,352713.16844777,134610.33,0,13789.27,42.0737339218383
"1792",1996,"B. Sin pago","ROA","Propia","(1,40000]","(1,1.25]",1,26707.21722341,7902.69,0,660.44,32.0629810600187
"1793",1996,"B. Sin pago","ROA","Propia","(1,40000]","(1.5,2]",1,53791.3496163,36292.94,0,0,67.4698446104844
"1794",1996,"B. Sin pago","ROA","Propia","(1,40000]","(2,4000]",3,106294.55734735,21067.38,0,788.91,20.5620029335819
"1795",1996,"B. Sin pago","ROA","Propia","(1,40000]",NA,16,272562.26226534,116696.38,0.19,4477.26,44.4573027068718
"1796",1996,"C. Pago insuficiente","REA","Propia","[0,0.1]","(2,4000]",1,740362.48024228,181838.9,456805.1,46364.1,92.5233406987121
"1797",1996,"C. Pago insuficiente","REA","Propia","(0.1,0.2]","(2,4000]",1,340208.93242327,9700.28,225845.05,27804.34,77.4082173928209
"1798",1996,"C. Pago insuficiente","REA","Propia","(0.2,0.3]","(2,4000]",31,13448500.6720556,3428664.69,5804625.9,660267.92,73.5662565757807
"1799",1996,"C. Pago insuficiente","REA","Propia","(0.3,0.4]","(2,4000]",12,4526627.6424535,555266.65,2577594.35,298008.54,75.7930585635804
"1800",1996,"C. Pago insuficiente","REA","Propia","(0.4,0.5]","(2,4000]",3,874565.08624204,49454.93,555986.7,45659.18,74.4485253576433
"1801",1996,"C. Pago insuficiente","REA","Propia","(0.9,1]","(0.9,1]",1,356497.0019214,28808.2,232537.21,19498.18,78.7786681196046
"1802",1996,"C. Pago insuficiente","ROA","Propia","[0,0.1]","(2,4000]",6,3676907.86614185,405690.32,1486603.67,227309.95,57.6463707322665
"1803",1996,"C. Pago insuficiente","ROA","Propia","(0.1,0.2]","(2,4000]",7,2635549.87056284,235941.3,1481392.33,187607.46,72.2786964222076
"1804",1996,"C. Pago insuficiente","ROA","Propia","(0.1,0.2]",NA,4,1645033.0666542,98288.58,690312.53,66914.59,52.0059880461866
"1805",1996,"C. Pago insuficiente","ROA","Propia","(0.2,0.3]","(2,4000]",98,39302154.7387538,4405541.6,22103860.28,2405704.6,73.5713007905094
"1806",1996,"C. Pago insuficiente","ROA","Propia","(0.2,0.3]",NA,1,237738.55717076,38438.26,108901.47,8514.66,65.5570521899209
"1807",1996,"C. Pago insuficiente","ROA","Propia","(0.3,0.4]","(1.5,2]",2,666027.46130082,46700.81,375949.82,52785.83,71.3839124698288
"1808",1996,"C. Pago insuficiente","ROA","Propia","(0.3,0.4]","(2,4000]",61,19865450.2039758,2082497.88,10794531.46,1264163.11,71.1848576538669
"1809",1996,"C. Pago insuficiente","ROA","Propia","(0.4,0.5]","(1.5,2]",9,2333758.22809045,184438.38,1275281.89,182865.42,70.3837128554663
"1810",1996,"C. Pago insuficiente","ROA","Propia","(0.4,0.5]","(2,4000]",8,2172435.42779138,293728.74,1070569.93,88870.07,66.891228222943
"1811",1996,"C. Pago insuficiente","ROA","Propia","(0.5,0.6]","(1.5,2]",3,724472.60343168,157873.11,281096.61,36250.08,65.595275480257
"1812",1996,"C. Pago insuficiente","ROA","Propia","(0.5,0.6]","(2,4000]",2,401352.51098656,31032.76,234918.31,15883.58,70.2212250540617
"1813",1996,"C. Pago insuficiente","ROA","Propia","(0.7,0.8]","(1.25,1.5]",1,160076.76518564,14675.88,104441.75,10025.62,80.6758244085164
"1814",1996,"C. Pago insuficiente","ROA","Propia","(0.7,0.8]","(1.5,2]",1,119848.57231704,119064.38,0,0,99.3456807186943
"1815",1996,"C. Pago insuficiente","ROA","Propia","(0.9,1]","(0.75,0.9]",2,493516.96002967,52207.17,307293.11,37119.75,80.3660384794386
"1816",1996,"C. Pago insuficiente","ROA","Propia","(1,40000]","(0.5,0.75]",2,322979.66575294,47741.5,276494.49,34966.92,111.215332755582
"1817",1996,"D. Amortización parcial","REA","Propia","(0.1,0.2]","(2,4000]",1,481244.14893963,12045.17,243923.98,40377.56,61.5792858267406
"1818",1996,"D. Amortización parcial","REA","Propia","(0.2,0.3]","(2,4000]",23,8533140.80101997,1674763.95,2855203.91,430482.85,58.131593344939
"1819",1996,"D. Amortización parcial","REA","Propia","(0.2,0.3]",NA,1,241447.40497272,1088.8,16370.12,10609.47,11.6250534989893
"1820",1996,"D. Amortización parcial","REA","Propia","(0.3,0.4]","(2,4000]",31,10245196.5609877,1127808.42,3820460.27,686032.03,54.9945595134274
"1821",1996,"D. Amortización parcial","REA","Propia","(0.3,0.4]",NA,1,401666.40550681,8575.82,228233.47,12797.39,62.1427823133613
"1822",1996,"D. Amortización parcial","REA","Propia","(0.4,0.5]","(1.5,2]",3,812905.49501067,99831.69,267116.6,59602.64,52.4723885639869
"1823",1996,"D. Amortización parcial","REA","Propia","(0.4,0.5]","(2,4000]",15,4034535.20309078,619050.4,1382739.51,198321.56,54.5319685973873
"1824",1996,"D. Amortización parcial","REA","Propia","(0.4,0.5]",NA,1,125840.32555197,43839.66,0,3663.74,37.74894875044
"1825",1996,"D. Amortización parcial","REA","Propia","(0.5,0.6]","(1.5,2]",8,1733008.09160948,48722.52,369851.03,128841.68,31.5875749599994
"1826",1996,"D. Amortización parcial","REA","Propia","(0.5,0.6]","(2,4000]",3,436893.79819687,56242.99,183007.22,16047.58,58.4347479990914
"1827",1996,"D. Amortización parcial","REA","Propia","(0.6,0.7]","(1.25,1.5]",2,379707.65248437,39264.36,60357.98,26899.67,33.3209007435551
"1828",1996,"D. Amortización parcial","REA","Propia","(0.6,0.7]","(1.5,2]",2,315295.69510273,6553.65,95804.65,25086.07,40.4205867633162
"1829",1996,"D. Amortización parcial","REA","Propia","(0.7,0.8]","(1,1.25]",1,185844.72137193,4073.45,41613.91,17248.06,33.8645184729502
"1830",1996,"D. Amortización parcial","REA","Propia","(0.7,0.8]","(1.25,1.5]",2,322521.88748217,111682.24,14522.26,16422.48,44.2224188607618
"1831",1996,"D. Amortización parcial","REA","Propia","(0.7,0.8]","(2,4000]",1,189642.80274457,3474.08,86538.08,8049.12,51.7084110658704
"1832",1996,"D. Amortización parcial","REA","Propia","(0.8,0.9]","(1,1.25]",1,150500.75133205,2447.56,0,10087.28,8.32875576304889
"1833",1996,"D. Amortización parcial","REA","Propia","(0.8,0.9]","(1.25,1.5]",1,107932.14898319,9314.28,69735.54,3704.16,76.6722248927783
"1834",1996,"D. Amortización parcial","REA","Propia","(0.9,1]","(0.75,0.9]",1,350650.32801435,60945.98,155710.12,24754.02,68.8463978822003
"1835",1996,"D. Amortización parcial","ROA","Propia","[0,0.1]","(2,4000]",1,594721.96963279,10540.16,330781.84,50050.44,65.8076311257935
"1836",1996,"D. Amortización parcial","ROA","Propia","[0,0.1]",NA,3,1116031.89865708,18617.33,400673.88,52141.14,42.241834715233
"1837",1996,"D. Amortización parcial","ROA","Propia","(0.1,0.2]","(2,4000]",14,5010719.3298324,273855.61,1920893.04,306686.16,49.9216708289201
"1838",1996,"D. Amortización parcial","ROA","Propia","(0.1,0.2]",NA,5,1584579.83719897,228952.68,556611.52,65235.72,53.6924615615419
"1839",1996,"D. Amortización parcial","ROA","Propia","(0.2,0.3]","(2,4000]",132,38907999.4940703,3879774.22,16272718.54,2176884.67,57.3901966699755
"1840",1996,"D. Amortización parcial","ROA","Propia","(0.2,0.3]",NA,8,1669836.3133499,227227.73,598716.39,61785.95,53.1627000145363
"1841",1996,"D. Amortización parcial","ROA","Propia","(0.3,0.4]","(1.5,2]",4,1273975.60304432,73852.64,561939.93,104512.34,58.1098184479319
"1842",1996,"D. Amortización parcial","ROA","Propia","(0.3,0.4]","(2,4000]",159,47485446.0010991,3503712.15,16199790.05,2743457.13,47.2712403911726
"1843",1996,"D. Amortización parcial","ROA","Propia","(0.3,0.4]",NA,6,1099073.84932259,369930.01,178044.96,32243.29,52.7915626741202
"1844",1996,"D. Amortización parcial","ROA","Propia","(0.4,0.5]","(1.5,2]",45,12311990.0110311,711860.3,4645287.84,1014608.58,51.7524519942848
"1845",1996,"D. Amortización parcial","ROA","Propia","(0.4,0.5]","(2,4000]",71,18319659.3685582,1377875.03,5995787.69,1029269.49,45.868386747528
"1846",1996,"D. Amortización parcial","ROA","Propia","(0.4,0.5]",NA,1,237036.35121186,12839.67,138918.85,9598.08,68.0725125809001
"1847",1996,"D. Amortización parcial","ROA","Propia","(0.5,0.6]","(1.25,1.5]",16,3531857.49642686,299900.2,830798.86,286301.45,40.120545957292
"1848",1996,"D. Amortización parcial","ROA","Propia","(0.5,0.6]","(1.5,2]",29,6921347.95516451,415977.5,1996560.74,521613.42,42.3927778087016
"1849",1996,"D. Amortización parcial","ROA","Propia","(0.5,0.6]","(2,4000]",21,4624040.24673031,244984.47,1531722.74,203084.07,42.8151827052094
"1850",1996,"D. Amortización parcial","ROA","Propia","(0.6,0.7]","(1,1.25]",6,1172270.30098637,169948.47,145066.62,89139.8,34.4762542956122
"1851",1996,"D. Amortización parcial","ROA","Propia","(0.6,0.7]","(1.25,1.5]",20,3871032.53284442,484247.05,711872.27,292261.8,38.4492020506566
"1852",1996,"D. Amortización parcial","ROA","Propia","(0.6,0.7]","(1.5,2]",23,4443369.36176546,335146.8,1064929.46,252131.02,37.1836582890678
"1853",1996,"D. Amortización parcial","ROA","Propia","(0.6,0.7]","(2,4000]",11,1754691.45838806,124121.27,677231.03,71349.13,49.7353210348276
"1854",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]","(0.9,1]",1,118889.36561925,8259.89,29383.17,9852.43,39.9493173780631
"1855",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]","(1,1.25]",9,1422864.39797966,154229.5,281575.29,112367.47,38.5259664082084
"1856",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]","(1.25,1.5]",9,1637302.22782816,290671.24,221408.95,107001.99,37.8111120523666
"1857",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]","(1.5,2]",3,492974.58927369,20924.49,99852.43,21153.28,28.7905711751003
"1858",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]","(2,4000]",2,334246.27894443,47716.22,101040.99,12504.54,48.2463860208929
"1859",1996,"D. Amortización parcial","ROA","Propia","(0.7,0.8]",NA,1,140044.61706343,5153.71,26030.06,6143.05,26.6535199872007
"1860",1996,"D. Amortización parcial","ROA","Propia","(0.8,0.9]","(0.9,1]",1,121740.21384069,7612.11,13604.93,10348.46,25.9285728225406
"1861",1996,"D. Amortización parcial","ROA","Propia","(0.8,0.9]","(1,1.25]",1,137092.80523867,6660.88,10451.16,11838.17,21.1172351091653
"1862",1996,"D. Amortización parcial","ROA","Propia","(0.8,0.9]","(1.25,1.5]",2,291571.26027889,15496.98,39722.16,18710.15,25.355479113163
"1863",1996,"D. Amortización parcial","ROA","Propia","(0.8,0.9]","(2,4000]",3,432833.47325811,66831.55,125006.68,16112.83,48.0441261704344
"1864",1996,"D. Amortización parcial","ROA","Propia","(0.8,0.9]",NA,1,132643.41453703,6330.27,32830.67,5712.27,33.8299569236984
"1865",1996,"D. Amortización parcial","ROA","Propia","(0.9,1]","(0.9,1]",1,119209.09226322,41965.69,0,5260.7,39.6164328604412
"1866",1996,"D. Amortización parcial","ROA","Propia","(0.9,1]","(1,1.25]",1,136474.77657446,7685.36,10425.47,8792.98,19.7133936946373
"1867",1996,"D. Amortización parcial","ROA","Propia","(0.9,1]","(1.25,1.5]",1,127707.95195965,3119.17,67324.95,5356.45,59.3546203167909
"1868",1996,"D. Amortización parcial","ROA","Propia","(0.9,1]","(2,4000]",1,110819.0514606,7602.9,36673.71,4670.65,44.1686328793406
"1869",1996,"D. Amortización parcial","ROA","Propia","(1,40000]","(0.5,0.75]",1,222735.41085639,21291.23,99911.57,17423.76,62.2382222328269
"1870",1996,"D. Amortización parcial","ROA","Propia","(1,40000]","(0.75,0.9]",4,679824.80954174,39259.78,228098.65,56593.26,47.6522312003251
"1871",1996,"E. Amortización plena","REA","Propia","[0,0.1]",NA,1,192983.03585318,3.79,0,8676.58,4.49799639726051
"1872",1996,"E. Amortización plena","REA","Propia","(0.2,0.3]","(2,4000]",7,2281097.45479933,633243.37,361198.41,104024.35,48.1551600388171
"1873",1996,"E. Amortización plena","REA","Propia","(0.3,0.4]","(1.5,2]",1,273454.82565245,5255.05,0,24292.28,10.8051960427107
"1874",1996,"E. Amortización plena","REA","Propia","(0.3,0.4]","(2,4000]",14,3440675.62153181,740545.47,567931.84,192929.98,43.6369903807312
"1875",1996,"E. Amortización plena","REA","Propia","(0.3,0.4]",NA,3,475655.19893989,80338.64,13535.34,17631.01,23.4423990841507
"1876",1996,"E. Amortización plena","REA","Propia","(0.4,0.5]","(1.5,2]",5,1035339.95643451,28262.83,122311.95,96307.06,23.8454855784962
"1877",1996,"E. Amortización plena","REA","Propia","(0.4,0.5]","(2,4000]",15,2726716.25614282,322169.05,183323.25,171992.08,24.8461635299876
"1878",1996,"E. Amortización plena","REA","Propia","(0.4,0.5]",NA,2,382592.58950358,24575.47,150461.01,16382.67,50.0321112461612
"1879",1996,"E. Amortización plena","REA","Propia","(0.5,0.6]","(1.25,1.5]",2,443096.47392878,10489.52,0,39967.65,11.3874004802191
"1880",1996,"E. Amortización plena","REA","Propia","(0.5,0.6]","(1.5,2]",3,625685.49227055,155671.96,52777.77,39330.39,39.6013848908068
"1881",1996,"E. Amortización plena","REA","Propia","(0.5,0.6]","(2,4000]",2,490296.68104302,3077.37,0,21502.23,5.01320954237569
"1882",1996,"E. Amortización plena","REA","Propia","(0.5,0.6]",NA,2,182853.6011505,52241.28,20166.59,5288.98,42.4912878451054
"1883",1996,"E. Amortización plena","REA","Propia","(0.6,0.7]","(1,1.25]",1,199567.25527681,39374.4,61159.12,13744.93,57.2631265793028
"1884",1996,"E. Amortización plena","REA","Propia","(0.6,0.7]","(1.25,1.5]",8,1457215.86989519,236609.36,25234.87,102950.45,25.0336746625082
"1885",1996,"E. Amortización plena","REA","Propia","(0.6,0.7]","(1.5,2]",5,752770.80105461,62332.72,48533.02,40891.33,20.1597976153422
"1886",1996,"E. Amortización plena","REA","Propia","(0.6,0.7]","(2,4000]",2,155187.9964437,52988.83,0,4428.35,36.9984672241259
"1887",1996,"E. Amortización plena","REA","Propia","(0.6,0.7]",NA,1,70079.42141596,11248.74,16874.3,2544.79,43.7615342426552
"1888",1996,"E. Amortización plena","REA","Propia","(0.7,0.8]","(1.25,1.5]",3,508215.0482664,107439.6,0,31251.53,27.2898511118663
"1889",1996,"E. Amortización plena","REA","Propia","(0.7,0.8]","(1.5,2]",2,263509.6372699,2919.66,0,12215.08,5.74352428123842
"1890",1996,"E. Amortización plena","REA","Propia","(0.7,0.8]",NA,1,25186.1244938,1484.49,0,1100.48,10.2634686834663
"1891",1996,"E. Amortización plena","REA","Propia","(0.8,0.9]","(0.9,1]",3,391065.95452429,6084.31,0,36480.39,10.884276554265
"1892",1996,"E. Amortización plena","REA","Propia","(0.8,0.9]","(1,1.25]",2,293323.74403812,60728.95,0,20429.82,27.6686670102822
"1893",1996,"E. Amortización plena","REA","Propia","(0.8,0.9]","(1.5,2]",1,136456.32762842,2818.79,0,6414.33,6.76635533175304
"1894",1996,"E. Amortización plena","REA","Propia","(0.8,0.9]","(2,4000]",2,119184.94604568,25558.9,12511.37,5125.98,36.2430419555203
"1895",1996,"E. Amortización plena","REA","Propia","(0.8,0.9]",NA,2,154942.89061602,32979.3,40.82,5196.97,24.6652749590878
"1896",1996,"E. Amortización plena","REA","Propia","(0.9,1]","(0.75,0.9]",2,179195.47885593,3658.94,0,16272.17,11.1225518228751
"1897",1996,"E. Amortización plena","REA","Propia","(0.9,1]","(0.9,1]",2,204325.53543161,3700.14,8351.79,18334.71,14.8716801039147
"1898",1996,"E. Amortización plena","REA","Propia","(0.9,1]","(1,1.25]",1,142895.95124723,50552.08,0,6337.06,39.8115828359432
"1899",1996,"E. Amortización plena","REA","Propia","(0.9,1]","(1.25,1.5]",1,144433.77668982,1692.8,0,6741.64,5.839658972647
"1900",1996,"E. Amortización plena","REA","Propia","(1,40000]","[0,0.5]",15,357644.91193414,26299.75,0,36114.77,17.4515330478107
"1901",1996,"E. Amortización plena","REA","Propia","(1,40000]","(0.5,0.75]",9,699940.82864294,33308.29,47732.63,54438.31,19.3558118709363
"1902",1996,"E. Amortización plena","REA","Propia","(1,40000]","(0.75,0.9]",4,347276.79907934,11964.56,0,21659.86,9.68231108128765
"1903",1996,"E. Amortización plena","REA","Propia","(1,40000]","(1,1.25]",4,307205.9889489,48711.05,0,15546.42,20.9167374047153
"1904",1996,"E. Amortización plena","REA","Propia","(1,40000]","(1.5,2]",1,40245.01410498,342.5,0,2040.35,5.92085765899916
"1905",1996,"E. Amortización plena","REA","Propia","(1,40000]","(2,4000]",2,128123.12283466,13094.92,0,5557.99,14.5585820789516
"1906",1996,"E. Amortización plena","REA","Propia","(1,40000]",NA,4,87811.40630396,19628.78,0,3003.88,25.7741687015658
"1907",1996,"E. Amortización plena","ROA","Propia","[0,0.1]",NA,4,936691.78807234,27353.16,45025.62,46122.71,12.6510653246859
"1908",1996,"E. Amortización plena","ROA","Propia","(0.1,0.2]","(2,4000]",4,1328086.50617891,126454.32,1823.96,96860.45,16.9521133565129
"1909",1996,"E. Amortización plena","ROA","Propia","(0.1,0.2]",NA,3,677300.64497878,85633.49,23092.7,27665.16,20.1374900513011
"1910",1996,"E. Amortización plena","ROA","Propia","(0.2,0.3]","(2,4000]",27,6259097.07129531,374313,740427.05,416827.33,24.4694620095266
"1911",1996,"E. Amortización plena","ROA","Propia","(0.2,0.3]",NA,19,2163890.57172758,68153.91,75918.29,95688.33,11.0800672239439
"1912",1996,"E. Amortización plena","ROA","Propia","(0.3,0.4]","(1.5,2]",1,40617.80404985,43.84,0,3764.24,9.37539605865045
"1913",1996,"E. Amortización plena","ROA","Propia","(0.3,0.4]","(2,4000]",73,15704894.6279829,939635.51,959872,831534.64,17.3897515054564
"1914",1996,"E. Amortización plena","ROA","Propia","(0.3,0.4]",NA,40,3745782.89288077,149854.78,13467.19,176164.61,9.06316755958355
"1915",1996,"E. Amortización plena","ROA","Propia","(0.4,0.5]","(1.5,2]",14,3363172.53318868,65109.94,96967.77,303807.52,13.8525521781152
"1916",1996,"E. Amortización plena","ROA","Propia","(0.4,0.5]","(2,4000]",102,18782837.9784783,926269.15,751497.79,1058757.76,14.5692823583718
"1917",1996,"E. Amortización plena","ROA","Propia","(0.4,0.5]",NA,20,1748680.78040975,262122.68,16348.29,68971.03,19.8688064678442
"1918",1996,"E. Amortización plena","ROA","Propia","(0.5,0.6]","(1.25,1.5]",12,1202317.43966368,80090.5,52503.01,105165.25,19.7750404474302
"1919",1996,"E. Amortización plena","ROA","Propia","(0.5,0.6]","(1.5,2]",24,4955672.28946698,250402.12,288145.32,358866.22,18.1088176856933
"1920",1996,"E. Amortización plena","ROA","Propia","(0.5,0.6]","(2,4000]",61,10420788.6400564,718220.51,124464.44,476222.89,12.6565069646481
"1921",1996,"E. Amortización plena","ROA","Propia","(0.5,0.6]",NA,16,1636266.78792659,96426.54,85009.77,70006.99,15.3668889361629
"1922",1996,"E. Amortización plena","ROA","Propia","(0.6,0.7]","(1,1.25]",7,855436.22244954,18126.3,0,76448.42,11.0557301079893
"1923",1996,"E. Amortización plena","ROA","Propia","(0.6,0.7]","(1.25,1.5]",15,2579645.90608884,126033.41,34308.22,215003.79,14.550269054914
"1924",1996,"E. Amortización plena","ROA","Propia","(0.6,0.7]","(1.5,2]",27,5082290.98260004,216598.27,117204.64,316762.79,12.8006385747551
"1925",1996,"E. Amortización plena","ROA","Propia","(0.6,0.7]","(2,4000]",43,5674266.41539327,359101.25,145954.44,260200.93,13.48644148826
"1926",1996,"E. Amortización plena","ROA","Propia","(0.6,0.7]",NA,11,1157793.91775494,33026.25,0,54794.05,7.58514090057503
"1927",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]","(0.9,1]",3,401326.95755805,18361.91,3976.83,36015.03,14.5402069063749
"1928",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]","(1,1.25]",27,4422298.98052363,545454.02,318776.39,356147.06,27.5959964573788
"1929",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]","(1.25,1.5]",43,7052015.4318433,263738.62,278512.57,471962.86,14.3819034402609
"1930",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]","(1.5,2]",21,3271000.01572976,100330.14,144291.83,160722.08,12.3920528294332
"1931",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]","(2,4000]",25,3008230.10419649,191022.78,11886.55,135901.97,11.2628119613376
"1932",1996,"E. Amortización plena","ROA","Propia","(0.7,0.8]",NA,7,277796.89587975,16783.31,25895.78,12055.72,19.703175525652
"1933",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(0.75,0.9]",9,1015563.32934228,33873.72,0,92598.45,12.4534006246473
"1934",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(0.9,1]",7,1026064.28733086,164726.93,5844.82,80159.32,24.436194992444
"1935",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(1,1.25]",31,4521895.87495094,466542.66,138972.42,337543.94,20.8553899974583
"1936",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(1.25,1.5]",29,4269426.91509221,148715.62,49636.35,217774.44,9.74665729793884
"1937",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(1.5,2]",11,1485993.2166891,16773.43,0,72671.48,6.01920042402951
"1938",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]","(2,4000]",6,404521.93072175,37461.97,16273.18,19504.44,18.1052211110843
"1939",1996,"E. Amortización plena","ROA","Propia","(0.8,0.9]",NA,6,387114.08579764,50789.44,0,16442.8,17.3675519611924
"1940",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(0.75,0.9]",15,1527296.91906345,196639.15,6742.47,125043.12,21.5036602183021
"1941",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(0.9,1]",15,2032128.58585106,383392.48,521.66,149613.78,26.2546338708462
"1942",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(1,1.25]",39,5021478.51518656,570137.64,114961.44,304309,19.7035211244599
"1943",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(1.25,1.5]",8,968044.20770206,27034.7,0,48619.57,7.8151668485872
"1944",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(1.5,2]",9,839448.7969846,18398.9,4376.01,39913.64,7.46782296015966
"1945",1996,"E. Amortización plena","ROA","Propia","(0.9,1]","(2,4000]",13,1216518.53595769,127950.43,8208.51,56558.62,15.8417282025453
"1946",1996,"E. Amortización plena","ROA","Propia","(0.9,1]",NA,10,570111.95115322,64558.64,0,25074.76,15.7220699932162
"1947",1996,"E. Amortización plena","ROA","Propia","(1,40000]","[0,0.5]",482,12929979.6638454,1072678.85,62140.45,1159259.58,17.7423239606065
"1948",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(0.5,0.75]",254,18118773.0239004,1126230.04,17720.74,1386928.44,13.9682704599341
"1949",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(0.75,0.9]",101,9485311.08198405,623369.06,21738.19,667366.05,13.8369030668151
"1950",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(0.9,1]",58,5789220.15225981,422085.33,24259.8,380665.35,14.2853520551845
"1951",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(1,1.25]",59,5255036.51239427,373852.43,27558.87,269800.15,12.7727266673964
"1952",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(1.25,1.5]",28,2165647.42192388,112483.14,0,104961.79,10.0406431720464
"1953",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(1.5,2]",23,1326162.72456572,186936.74,232615.57,80119.27,37.677999143252
"1954",1996,"E. Amortización plena","ROA","Propia","(1,40000]","(2,4000]",36,1746373.96724395,146451.33,35287.41,89580.79,15.5361643662259
"1955",1996,"E. Amortización plena","ROA","Propia","(1,40000]",NA,91,1947223.77068456,189342.27,4488.11,104352.92,15.3132528725844
"1956",1997,"A. Segregada","REA","Bursatilizada","[0,0.1]","(2,4000]",3,1468425.88404947,0,0,0,0
"1957",1997,"A. Segregada","REA","Bursatilizada","[0,0.1]",NA,14,2026768.27672912,0,0,0,0
"1958",1997,"A. Segregada","REA","Bursatilizada","(0.1,0.2]","(2,4000]",41,13764996.214537,0,0,0,0
"1959",1997,"A. Segregada","REA","Bursatilizada","(0.1,0.2]",NA,1,288919.5435101,0,0,0,0
