"","COSECHA","SITUACION_AMORTIZACION","REGIMEN","IN_CEDIDA","cRS","cRP","N","SALDO_TOTAL","EPRC_TOTAL","EPRE_TOTAL","RKP_TOTAL","COBERTURA_CEK"
"1",1973,"B. Sin pago","ROA","Propia","(0.5,0.6]","[0,0.5]",1,288.23251,0,0,0,0
"2",1974,"B. Sin pago","REA","Propia","[0,0.1]","[0,0.5]",5,23748.64351794,0,0,0,0
"3",1975,"B. Sin pago","REA","Propia","[0,0.1]","[0,0.5]",4,19448.07217753,0,0,0,0
"4",1975,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",2,5176.09761777,0,0,0,0
"5",1975,"B. Sin pago","REA","Propia","(0.4,0.5]","[0,0.5]",1,859.28840666,0,0,0,0
"6",1975,"B. Sin pago","ROA","Propia","[0,0.1]","[0,0.5]",1,5072.90638323,0,0,0,0
"7",1975,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",1,3395.08098783,0,0,0,0
"8",1976,"B. Sin pago","REA","Propia","[0,0.1]","[0,0.5]",19,85496.85536352,0,0,0,0
"9",1976,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",20,81407.15001864,0,0,0,0
"10",1976,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",3,6706.67566744,0,0,0,0
"11",1976,"B. Sin pago","REA","Propia","(0.4,0.5]","[0,0.5]",1,1040.83252333,0,0,0,0
"12",1976,"B. Sin pago","ROA","Propia","[0,0.1]","[0,0.5]",5,23362.33327745,0,0,0,0
"13",1976,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",6,24820.82847009,0,0,0,0
"14",1976,"D. Amortización parcial","ROA","Propia","(0.3,0.4]","[0,0.5]",1,1206.79308333,0,0,0,0
"15",1977,"B. Sin pago","REA","Propia","[0,0.1]","[0,0.5]",7,31931.33611747,0,0,0,0
"16",1977,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",37,177327.42742083,0,0,0,0
"17",1977,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",2,9253.92430277,0,0,0,0
"18",1977,"B. Sin pago","REA","Propia","(0.7,0.8]","[0,0.5]",1,645.44408889,0,0,0,0
"19",1977,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",8,36417.20010044,0,0,0,0
"20",1978,"B. Sin pago","REA","Propia","[0,0.1]","[0,0.5]",1,472305.39817441,0,0,0,0
"21",1978,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",19,92740.59838969,0,0,0,0
"22",1978,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",4,11264.17422111,0,0,0,0
"23",1978,"B. Sin pago","REA","Propia","(0.4,0.5]","[0,0.5]",1,1628.18658333,0,0,0,0
"24",1978,"B. Sin pago","REA","Propia","(0.7,0.8]","[0,0.5]",4,400834.75830112,0,0,0,0
"25",1978,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",7,34291.38843263,0,0,0,0
"26",1978,"B. Sin pago","ROA","Propia","(0.2,0.3]","[0,0.5]",1,2664.91216444,0,0,0,0
"27",1979,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",2,9879.47952,0,0,0,0
"28",1979,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",1,5560.48611333,0,0,0,0
"29",1979,"B. Sin pago","REA","Propia","(0.7,0.8]","[0,0.5]",1,98324.07067667,0,0,0,0
"30",1979,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",3,14149.32294248,0,0,0,0
"31",1979,"B. Sin pago","ROA","Propia","(0.2,0.3]","[0,0.5]",2,8860.08400888,0,0,0,0
"32",1979,"B. Sin pago","ROA","Propia","(0.5,0.6]","[0,0.5]",1,1678.44605797,0,0,0,0
"33",1980,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",13,67360.75740675,0,0,0,0
"34",1980,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",3,15562.65154333,0,0,0,0
"35",1980,"B. Sin pago","REA","Propia","(0.3,0.4]","[0,0.5]",2,4833.80192666,0,0,0,0
"36",1980,"B. Sin pago","REA","Propia","(0.5,0.6]","[0,0.5]",1,1962.56397222,0,0,0,0
"37",1980,"B. Sin pago","ROA","Propia","(0.1,0.2]","[0,0.5]",1,5131.34314667,0,0,0,0
"38",1980,"B. Sin pago","ROA","Propia","(0.2,0.3]","[0,0.5]",2,9312.62937111,0,0,0,0
"39",1980,"B. Sin pago","ROA","Propia","(0.5,0.6]","[0,0.5]",1,2416.60988961,0,0,0,0
"40",1980,"B. Sin pago","ROA","Propia","(0.8,0.9]","[0,0.5]",1,974.48888889,0,0,0,0
"41",1981,"B. Sin pago","REA","Propia","(0.1,0.2]","[0,0.5]",1,4501.47294,0,0,0,0
"42",1981,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",5,27318.00582855,0,0,0,0
"43",1981,"B. Sin pago","REA","Propia","(0.3,0.4]","[0,0.5]",3,17310.687889,0,0,0,0
"44",1981,"B. Sin pago","REA","Propia","(0.4,0.5]","[0,0.5]",1,2627.30020444,0,0,0,0
"45",1981,"B. Sin pago","REA","Propia","(0.5,0.6]","[0,0.5]",1,2883.94763425,0,0,0,0
"46",1981,"B. Sin pago","REA","Propia","(0.6,0.7]","[0,0.5]",1,19547.92741333,0,0,0,0
"47",1981,"B. Sin pago","ROA","Propia","(0.2,0.3]","[0,0.5]",4,22261.94471334,0,0,0,0
"48",1981,"B. Sin pago","ROA","Propia","(0.4,0.5]","[0,0.5]",1,2770.75057222,0,0,0,0
"49",1981,"B. Sin pago","ROA","Propia","(0.5,0.6]","[0,0.5]",1,2103.84788778,0,0,0,0
"50",1981,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",1,476.28523044,0,0,0,0
"51",1982,"B. Sin pago","REA","Propia","(0.2,0.3]","[0,0.5]",10,60379.12472884,0,0,0,0
"52",1982,"B. Sin pago","REA","Propia","(0.3,0.4]","[0,0.5]",7,39009.44431848,0,0,0,0
"53",1982,"B. Sin pago","REA","Propia","(0.4,0.5]","[0,0.5]",1,3224.41214594,0,0,0,0
"54",1982,"B. Sin pago","REA","Propia","(0.5,0.6]","[0,0.5]",2,9898.63083643,0,0,0,0
"55",1982,"B. Sin pago","REA","Propia","(0.7,0.8]","[0,0.5]",1,2219.51498333,0,0,0,0
"56",1982,"B. Sin pago","REA","Propia","(0.8,0.9]","[0,0.5]",1,1225.64,0,0,0,0
"57",1982,"B. Sin pago","ROA","Propia","(0.2,0.3]","[0,0.5]",2,12156.84171111,0,0,0,0
"58",1982,"B. Sin pago","ROA","Propia","(0.3,0.4]","[0,0.5]",1,6036.42282667,0,0,0,0
"59",1982,"B. Sin pago","ROA","Propia","(0.4,0.5]","[0,0.5]",1,3542.06420556,0,0,0,0
"60",1982,"B. Sin pago","ROA","Propia","(0.6,0.7]","[0,0.5]",2,4894.11144452,0,0,0,0
"61",1982,"B. Sin pago","ROA","Propia","(0.8,0.9]","[0,0.5]",1,1749.75,0,0,0,0
"62",1982,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",1,1134.64425778,0,0,0,0
"63",1983,"A. Segregada","ROA","Bursatilizada","(0.4,0.5]","[0,0.5]",1,6528.08075,0,0,0,0
"64",1983,"A. Segregada","ROA","Bursatilizada","(0.5,0.6]","[0,0.5]",1,4364.6442,0,0,0,0
"65",1983,"A. Segregada","ROA","Bursatilizada","(0.6,0.7]","[0,0.5]",1,7600.40313237,0,0,0,0
"66",1983,"B. Sin pago","REA","Propia","(0.3,0.4]","[0,0.5]",1,4803.39077,4744.49,0,0,98.7737668488712
"67",1983,"B. Sin pago","REA","Propia","(0.7,0.8]","[0,0.5]",1,4681.65404,1612.98,6.27,269.35,40.3404434386613
"68",1983,"B. Sin pago","ROA","Propia","(0.9,1]","[0,0.5]",1,1568.40666658,0,0,0,0
"69",1983,"C. Pago insuficiente","ROA","Propia","(0.2,0.3]","[0,0.5]",1,3510.83170988,2766.81,0,0,78.8078218677867
"70",1984,"A. Segregada","REA","Bursatilizada","(0.9,1]","[0,0.5]",1,4763.96771156,0,0,0,0
"71",1984,"A. Segregada","ROA","Bursatilizada","(1,40000]","[0,0.5]",1,862.35862827,0,0,0,0
"72",1984,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",3,1185.03035393,160.73,0,26.87,15.8308181202151
"73",1984,"B. Sin pago","ROA","Propia","(0.6,0.7]","[0,0.5]",1,6875.70955308,3384.19,0,0,49.2195019855666
"74",1984,"B. Sin pago","ROA","Propia","(0.8,0.9]","[0,0.5]",1,515.13735,0,0,0,0
"75",1984,"B. Sin pago","ROA","Propia","(0.9,1]","[0,0.5]",1,5892.43413802,3859.45,0,0,65.498398617602
"76",1985,"A. Segregada","REA","Bursatilizada","(0.5,0.6]","(2,4000]",1,11533.54933333,0,0,0,0
"77",1985,"A. Segregada","REA","Bursatilizada","(0.8,0.9]","[0,0.5]",1,1334.53333333,0,0,0,0
"78",1985,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.5,2]",1,231.21893841,0,0,0,0
"79",1985,"A. Segregada","ROA","Bursatilizada","(0.6,0.7]","(2,4000]",1,13782.83727778,0,0,0,0
"80",1985,"A. Segregada","ROA","Bursatilizada","(1,40000]","(2,4000]",1,3061.56185385,0,0,0,0
"81",1985,"B. Sin pago","REA","Propia","(0.9,1]","[0,0.5]",2,12179.89195578,3042.9,0,0,24.9829802353541
"82",1985,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",2,3125.36196003,18.84,0,3.15,0.703598504148586
"83",1985,"B. Sin pago","REA","Propia","(1,40000]","(2,4000]",1,4368.71161896,3253.67,0,0,74.4766485816832
"84",1985,"B. Sin pago","ROA","Propia","(0.6,0.7]","(2,4000]",1,10392.37645507,0,0,0,0
"85",1985,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",2,9036.25870878,3038.2,0,0,33.6223220020024
"86",1985,"B. Sin pago","ROA","Propia","(1,40000]","(0.75,0.9]",1,27.79552026,17.22,0,0,61.9524291645693
"87",1985,"B. Sin pago","ROA","Propia","(1,40000]","(2,4000]",2,6007.52302178,4253.79,0,0,70.8077186650485
"88",1985,"D. Amortización parcial","ROA","Propia","[0,0.1]","(2,4000]",1,199444.15325683,5686.11,173529.96,2496.78,91.1096399832805
"89",1985,"E. Amortización plena","ROA","Propia","(1,40000]",NA,1,2602.97179999,803.54,0,67.15,33.4498437517973
"90",1986,"A. Segregada","REA","Bursatilizada","(1,40000]","[0,0.5]",2,51.15770921,0,0,0,0
"91",1986,"A. Segregada","REA","Bursatilizada","(1,40000]","(2,4000]",3,19808.50895732,0,0,0,0
"92",1986,"A. Segregada","ROA","Bursatilizada","(1,40000]","(0.5,0.75]",1,261.35962275,0,0,0,0
"93",1986,"A. Segregada","ROA","Bursatilizada","(1,40000]","(1,1.25]",1,1809.4226733,0,0,0,0
"94",1986,"A. Segregada","ROA","Bursatilizada","(1,40000]","(2,4000]",1,5379.1550624,0,0,0,0
"95",1986,"B. Sin pago","REA","Propia","(0.9,1]","(2,4000]",1,2597.32956917,1005.86,0,0,38.7266988348125
"96",1986,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",4,108.1168047,48.19,0,0.32,44.8681406508493
"97",1986,"B. Sin pago","REA","Propia","(1,40000]","(2,4000]",2,13407.69253371,5241.23,0,0,39.0912156347735
"98",1986,"B. Sin pago","ROA","Propia","(0.8,0.9]","(2,4000]",1,10232.61183275,0,0,0,0
"99",1986,"B. Sin pago","ROA","Propia","(0.9,1]","(2,4000]",1,6012.74666667,0,0,0,0
"100",1986,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",2,61.56144628,48.57,0,0,78.8967818902256
"101",1986,"B. Sin pago","ROA","Propia","(1,40000]","(2,4000]",3,11646.12632904,5199.06,0,107.35,45.5637338122316
"102",1986,"B. Sin pago","ROA","Propia","(1,40000]",NA,1,7.43692074,2.07,0,0.17,30.1199929152398
"103",1986,"B. Sin pago","ROA","Propia",NA,"[0,0.5]",1,0.00603156,0.01,0,0,165.794587138319
"104",1986,"E. Amortización plena","ROA","Propia","(1,40000]",NA,1,950.59535373,19.06,0,42.16,6.44017454532904
"105",1987,"A. Segregada","REA","Bursatilizada","[0,0.1]","(2,4000]",3,1206215.61905897,0,0,0,0
"106",1987,"A. Segregada","REA","Bursatilizada","(0.8,0.9]","(2,4000]",1,84540.13391688,0,0,0,0
"107",1987,"A. Segregada","REA","Bursatilizada","(0.9,1]","(2,4000]",1,102977.46915556,0,0,0,0
"108",1987,"A. Segregada","REA","Bursatilizada","(1,40000]","[0,0.5]",8,637.74623279,0,0,0,0
"109",1987,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.25,1.5]",1,10907.75923739,0,0,0,0
"110",1987,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.5,2]",2,12767.70340414,0,0,0,0
"111",1987,"A. Segregada","REA","Bursatilizada","(1,40000]","(2,4000]",4,82920.74146853,0,0,0,0
"112",1987,"A. Segregada","ROA","Bursatilizada","(1,40000]","(0.5,0.75]",1,966.20484646,0,0,0,0
"113",1987,"A. Segregada","ROA","Bursatilizada","(1,40000]","(1,1.25]",1,4692.72160274,0,0,0,0
"114",1987,"A. Segregada","ROA","Bursatilizada","(1,40000]","(2,4000]",1,4800.31114558,0,0,0,0
"115",1987,"B. Sin pago","REA","Propia","(0.2,0.3]","(2,4000]",1,41195.31011667,40981.86,0,0,99.4818582113705
"116",1987,"B. Sin pago","REA","Propia","(0.7,0.8]","(2,4000]",1,15030.5565,14925.34,0,0,99.2999826719656
"117",1987,"B. Sin pago","REA","Propia","(0.9,1]","(2,4000]",3,14803.51995657,6560.99,0,0,44.320472558205
"118",1987,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",9,3715.38964796,794.61,0,88.8,23.7770485387731
"119",1987,"B. Sin pago","REA","Propia","(1,40000]","(1,1.25]",2,26095.36715933,5022.08,0,0,19.2451018961978
"120",1987,"B. Sin pago","REA","Propia","(1,40000]","(2,4000]",2,17560.49531514,12888.02,0,0,73.3921211714822
"121",1987,"B. Sin pago","REA","Propia","(1,40000]",NA,2,5639.33126522,3990.31,0,8.71,70.9130180853809
"122",1987,"B. Sin pago","REA","Propia",NA,"[0,0.5]",1,0.00509905,0.01,0,0,196.114962591071
"123",1987,"B. Sin pago","ROA","Propia","[0,0.1]","(2,4000]",1,114737.62592441,73466.05,0,0,64.0296061628467
"124",1987,"B. Sin pago","ROA","Propia","(0.3,0.4]","(2,4000]",1,19333.36179141,11186.7,0,0,57.8621562079822
"125",1987,"B. Sin pago","ROA","Propia","(0.9,1]","(2,4000]",2,10782.24671223,2624.34,0,0,24.3394541976422
"126",1987,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",2,276.14008653,92.96,7.01,15.74,41.9026449415664
"127",1987,"B. Sin pago","ROA","Propia","(1,40000]","(0.5,0.75]",3,7849.58445676,7137.23,0,0,90.9249405406865
"128",1987,"B. Sin pago","ROA","Propia","(1,40000]","(1,1.25]",1,2070.72628232,1739.02,0,0,83.9811623027085
"129",1987,"B. Sin pago","ROA","Propia","(1,40000]","(1.25,1.5]",2,10781.84815159,6680.89,0,0,61.9642375413604
"130",1987,"B. Sin pago","ROA","Propia","(1,40000]","(1.5,2]",1,6306.6739159,0,0,0,0
"131",1987,"B. Sin pago","ROA","Propia","(1,40000]","(2,4000]",1,10984.91279714,6839.37,0,0,62.2614865161304
"132",1987,"B. Sin pago","ROA","Propia",NA,"[0,0.5]",1,0.00606103,0.01,0,0,164.988459057289
"133",1987,"D. Amortización parcial","REA","Propia","[0,0.1]","(2,4000]",1,127095.21433156,19191.95,66047.41,7412.28,72.8993931732904
"134",1987,"D. Amortización parcial","REA","Propia","(1,40000]","(2,4000]",2,20108.08344088,7095.19,0,511.51,37.8290652232698
"135",1987,"D. Amortización parcial","ROA","Propia","(1,40000]","(0.5,0.75]",1,2306.78677917,0,0,0,0
"136",1987,"E. Amortización plena","REA","Propia","(1,40000]","(2,4000]",1,3105.26402384,0,0,0,0
"137",1987,"E. Amortización plena","ROA","Propia","(1,40000]","[0,0.5]",1,3089.24322582,0,0,0,0
"138",1987,"E. Amortización plena","ROA","Propia","(1,40000]","(0.5,0.75]",1,2244.81309644,484.57,0,614.07,48.9412682838633
"139",1987,"E. Amortización plena","ROA","Propia","(1,40000]","(2,4000]",1,49586.42927556,17212.88,0,2877.01,40.514895493598
"140",1987,"E. Amortización plena","ROA","Propia","(1,40000]",NA,1,9039.75451877,0.79,0,412.84,4.57567734987875
"141",1988,"A. Segregada","REA","Bursatilizada","[0,0.1]","(2,4000]",16,2103150.02545531,0,0,0,0
"142",1988,"A. Segregada","REA","Bursatilizada","(0.4,0.5]","(2,4000]",1,24681.41792222,0,0,0,0
"143",1988,"A. Segregada","REA","Bursatilizada","(0.7,0.8]","(2,4000]",4,358264.49265306,0,0,0,0
"144",1988,"A. Segregada","REA","Bursatilizada","(0.8,0.9]","(2,4000]",1,39629.08304805,0,0,0,0
"145",1988,"A. Segregada","REA","Bursatilizada","(0.9,1]","(2,4000]",7,286080.95581556,0,0,0,0
"146",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","[0,0.5]",3,3400.81071706,0,0,0,0
"147",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","(0.9,1]",2,13150.90317961,0,0,0,0
"148",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","(1,1.25]",1,10955.53129595,0,0,0,0
"149",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.25,1.5]",2,28693.95915459,0,0,0,0
"150",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.5,2]",3,100441.13918127,0,0,0,0
"151",1988,"A. Segregada","REA","Bursatilizada","(1,40000]","(2,4000]",4,124433.95204043,0,0,0,0
"152",1988,"A. Segregada","REA","Bursatilizada","(1,40000]",NA,1,1143.34667853,0,0,0,0
"153",1988,"A. Segregada","ROA","Bursatilizada","(0.9,1]","(2,4000]",3,148860.26621809,0,0,0,0
"154",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","[0,0.5]",2,9867.71790066,0,0,0,0
"155",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","(0.5,0.75]",1,7696.21551477,0,0,0,0
"156",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","(0.75,0.9]",1,1063.44066549,0,0,0,0
"157",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","(0.9,1]",1,30041.94267101,0,0,0,0
"158",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","(1,1.25]",2,6946.37176321,0,0,0,0
"159",1988,"A. Segregada","ROA","Bursatilizada","(1,40000]","(1.25,1.5]",1,22833.61067725,0,0,0,0
"160",1988,"B. Sin pago","REA","Propia","[0,0.1]","(2,4000]",2,268426.52937828,172700.63,0,0,64.3381376647096
"161",1988,"B. Sin pago","REA","Propia","(0.1,0.2]","(2,4000]",1,178567.52524336,101885.97,0,0,57.0573903967953
"162",1988,"B. Sin pago","REA","Propia","(0.9,1]","(2,4000]",4,101390.95192216,29661.57,0,0,29.2546518576646
"163",1988,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",5,26228.56764688,22867.41,0,0,87.1851269496227
"164",1988,"B. Sin pago","REA","Propia","(1,40000]","(0.9,1]",1,3841.82569976,1773.91,0,0,46.1736200086021
"165",1988,"B. Sin pago","REA","Propia","(1,40000]","(1,1.25]",2,13644.82612087,0,0,0,0
"166",1988,"B. Sin pago","REA","Propia","(1,40000]","(1.5,2]",3,142260.09929325,41977.53,0.01,1698.87,30.7017991812075
"167",1988,"B. Sin pago","REA","Propia",NA,"[0,0.5]",1,0.00636169,0.01,0,0,157.190935113154
"168",1988,"B. Sin pago","ROA","Propia","[0,0.1]","(2,4000]",2,234592.3814119,93004.09,0,4718.17,41.6561950613469
"169",1988,"B. Sin pago","ROA","Propia","(0.2,0.3]",NA,1,77552.2806649,52280.66,0,0,67.41343974899
"170",1988,"B. Sin pago","ROA","Propia","(0.9,1]","(2,4000]",3,68508.03601271,14347.55,0,0,20.9428715739832
"171",1988,"B. Sin pago","ROA","Propia","(1,40000]","[0,0.5]",8,17517.75793884,8483.54,0,28.13,48.5888093083425
"172",1988,"B. Sin pago","ROA","Propia","(1,40000]","(0.5,0.75]",2,26607.71715154,14186.26,0,0,53.3163364568423
"173",1988,"B. Sin pago","ROA","Propia","(1,40000]","(0.9,1]",2,81786.67404514,20463.65,0,2286.5,27.8164508651417
"174",1988,"B. Sin pago","ROA","Propia","(1,40000]","(1,1.25]",2,12786.30459266,15753.34,0,0,123.204792173051
"175",1988,"B. Sin pago","ROA","Propia","(1,40000]","(1.25,1.5]",2,18103.63603262,9628.99,0,70.82,53.5793471682839
"176",1988,"B. Sin pago","ROA","Propia","(1,40000]","(1.5,2]",5,110447.91080155,37268.15,0,3559.12,36.9651808745911
"177",1988,"B. Sin pago","ROA","Propia","(1,40000]","(2,4000]",1,65526.26457556,31115.99,0,0,47.4862869134244
"178",1988,"B. Sin pago","ROA","Propia","(1,40000]",NA,2,5873.13668123,4240.51,0,0,72.2017931840796
"179",1988,"B. Sin pago","ROA","Propia",NA,"[0,0.5]",1,0.00671569,0.01,0,0,148.905026884803
"180",1988,"C. Pago insuficiente","ROA","Propia","(1,40000]","(1.25,1.5]",1,22700.22600464,14881.22,0,0,65.5553825629676
"181",1988,"D. Amortización parcial","REA","Propia","[0,0.1]","(2,4000]",1,99331.14534671,16996.41,42860.87,6163.4,66.4652358226198
"182",1988,"D. Amortización parcial","REA","Propia","(0.9,1]","(2,4000]",1,43856.66493111,18202.26,0,0,41.5039767127575
"183",1988,"D. Amortización parcial","ROA","Propia","(0.1,0.2]","(2,4000]",1,40129.37676598,4157.3,15439.41,2947.34,56.1784204411365
"184",1988,"D. Amortización parcial","ROA","Propia","(0.9,1]","(2,4000]",1,75233.67526673,2816.23,54738.59,5028.5,83.1852488637834
"185",1988,"D. Amortización parcial","ROA","Propia","(1,40000]","(1.5,2]",1,89166.23132904,8422.95,41647.63,6279.8,63.1969963966029
"186",1988,"E. Amortización plena","REA","Propia","(1,40000]","[0,0.5]",1,3874.37619469,213.8,0,369.02,15.0429377714735
"187",1988,"E. Amortización plena","ROA","Propia","(0.1,0.2]","(2,4000]",1,166058.98218705,14.78,0,15349.49,9.25229686322754
"188",1988,"E. Amortización plena","ROA","Propia","(1,40000]","[0,0.5]",2,16675.74252624,769.54,0,1156.21,11.5482114032988
"189",1988,"E. Amortización plena","ROA","Propia","(1,40000]","(0.75,0.9]",1,7487.78670786,0,0,0,0
"190",1988,"E. Amortización plena","ROA","Propia","(1,40000]","(1,1.25]",2,78528.78494046,7745.54,0,6901.52,18.6518357709282
"191",1988,"E. Amortización plena","ROA","Propia","(1,40000]","(2,4000]",1,14714.97143695,4489.6,0,375.2,33.0602068841551
"192",1988,"E. Amortización plena","ROA","Propia","(1,40000]",NA,4,48184.33358705,878.26,0,2252.42,6.49729853447927
"193",1989,"A. Segregada","REA","Bursatilizada","[0,0.1]","(2,4000]",84,153076426.417086,0,0,0,0
"194",1989,"A. Segregada","REA","Bursatilizada","[0,0.1]",NA,1,1695226.88613459,0,0,0,0
"195",1989,"A. Segregada","REA","Bursatilizada","(0.1,0.2]","(2,4000]",45,13436129.2210399,0,0,0,0
"196",1989,"A. Segregada","REA","Bursatilizada","(0.2,0.3]","(2,4000]",1,134105.5429455,0,0,0,0
"197",1989,"A. Segregada","REA","Bursatilizada","(0.3,0.4]","(2,4000]",2,332423.00152495,0,0,0,0
"198",1989,"A. Segregada","REA","Bursatilizada","(0.4,0.5]","(2,4000]",1,99082.95985482,0,0,0,0
"199",1989,"A. Segregada","REA","Bursatilizada","(0.7,0.8]","(2,4000]",1,190065.20004016,0,0,0,0
"200",1989,"A. Segregada","REA","Bursatilizada","(0.9,1]","(1.5,2]",3,133250.05676222,0,0,0,0
"201",1989,"A. Segregada","REA","Bursatilizada","(0.9,1]","(2,4000]",3,137983.15616667,0,0,0,0
"202",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","[0,0.5]",7,48678.03787612,0,0,0,0
"203",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","(0.5,0.75]",1,31560.33054398,0,0,0,0
"204",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","(0.75,0.9]",2,47570.31521146,0,0,0,0
"205",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","(1,1.25]",2,52351.99502706,0,0,0,0
"206",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.25,1.5]",3,216499.37524089,0,0,0,0
"207",1989,"A. Segregada","REA","Bursatilizada","(1,40000]","(1.5,2]",7,386821.42133036,0,0,0,0
"208",1989,"A. Segregada","ROA","Bursatilizada","[0,0.1]","(2,4000]",1,731086.51185537,0,0,0,0
"209",1989,"A. Segregada","ROA","Bursatilizada","[0,0.1]",NA,1,2093012.12794504,0,0,0,0
"210",1989,"A. Segregada","ROA","Bursatilizada","(0.1,0.2]","(2,4000]",23,6531287.03831538,0,0,0,0
"211",1989,"A. Segregada","ROA","Bursatilizada","(0.9,1]","(1.5,2]",1,29255.22421222,0,0,0,0
"212",1989,"A. Segregada","ROA","Bursatilizada","(1,40000]","[0,0.5]",1,512.10755731,0,0,0,0
"213",1989,"A. Segregada","ROA","Bursatilizada","(1,40000]","(1.25,1.5]",2,357951.4420694,0,0,0,0
"214",1989,"B. Sin pago","REA","Propia","[0,0.1]","(2,4000]",12,20332898.5994691,7542194.7,384.24,334611.72,38.7411102330765
"215",1989,"B. Sin pago","REA","Propia","(0.1,0.2]","(2,4000]",5,1404366.29020218,679545.59,0,0,48.3880590655711
"216",1989,"B. Sin pago","REA","Propia","(0.2,0.3]","(2,4000]",3,877195.42248508,248528.36,0,17380.38,30.3135120389348
"217",1989,"B. Sin pago","REA","Propia","(0.5,0.6]",NA,1,61004.64304504,19901.78,0,1663.22,35.3497683513671
"218",1989,"B. Sin pago","REA","Propia","(0.9,1]","(1.5,2]",2,129819.13901764,56041.94,0,0,43.1692433211908
"219",1989,"B. Sin pago","REA","Propia","(0.9,1]","(2,4000]",2,60870.87115,14425.44,0,0,23.6984287023794
"220",1989,"B. Sin pago","REA","Propia","(1,40000]","[0,0.5]",9,32174.89401119,3348.34,4434.48,742.84,26.497865065336
"221",1989,"B. Sin pago","REA","Propia","(1,40000]","(0.5,0.75]",4,76661.90589834,8339.33,0,571.95,11.6241305190313
"222",1989,"B. Sin pago","REA","Propia","(1,40000]","(0.75,0.9]",1,9739.88677886,0,0,0,0
"223",1989,"B. Sin pago","REA","Propia","(1,40000]","(0.9,1]",1,36412.00567294,11724.43,26.13,1963.67,37.6640334596891
"224",1989,"B. Sin pago","REA","Propia","(1,40000]","(1,1.25]",5,179956.03101228,52198.37,0.82,3485.85,30.9436920156347
"225",1989,"B. Sin pago","REA","Propia","(1,40000]","(1.25,1.5]",2,247472.65691953,79014.74,0,6603.37,34.5969979333273
"226",1989,"B. Sin pago","REA","Propia","(1,40000]","(1.5,2]",3,216332.74799621,145377.97,0,0,67.2010924589868
"227",1989,"B. Sin pago","REA","Propia","(1,40000]",NA,3,26587.74805321,2894.94,0,0,10.8882482044224
"228",1989,"B. Sin pago","ROA","Propia","[0,0.1]","(2,4000]",11,15994055.2475286,7061500.01,0,91691.37,44.7240632178341
"229",1989,"B. Sin pago","ROA","Propia","[0,0.1]",NA,2,2690313.69639418,1110322.67,0,26004.62,42.237724601522
"230",1989,"B. Sin pago","ROA","Propia","(0.1,0.2]","(2,4000]",6,1483331.13547943,692097.3,0,0,46.6583140774097
